0.1,-8.01750782423395,-6.204466691243065,-6.167306311007238,-6.111449972138349,-6.044602845234672,-5.9753425323703295,-5.911893839811012,-5.861264276950019,-5.828720476648903,-4.354265178016383,-4.298408839147539,-4.261248458911684,-4.231561712243811,-4.194401332007948,-4.162301399379494,-4.138544993139122
0.2,-8.070125753824305,-6.4417620561438875,-6.362035557291159,-6.244983463765332,-6.108753118334837,-5.9714109973405085,-5.848520501196143,-5.752220744223117,-5.6910680846508015,-4.733671859610782,-4.616619766084985,-4.536893267232213,-4.480389420654457,-4.40066292180173,-4.343047299660166,-4.283610828275927
0.3,-8.158141450429286,-6.711573065968012,-6.582980199984373,-6.3995151556335585,-6.192473189722564,-5.989331683486066,-5.811373758164594,-5.674004446200291,-5.58759720341636,-5.136411815523101,-4.952946771172281,-4.824353905188629,-4.745904805261294,-4.617311939277685,-4.542763299024711,-4.433846894926855
0.4,-8.282048896501333,-7.013589014488006,-6.828846793445847,-6.574204815682116,-6.296240860968359,-6.0305447160965455,-5.802048876406768,-5.627808143237328,-5.560386911432517,-5.519010158683023,-5.305744933668805,-5.121002712626659,-5.027780978955031,-4.8430387579129235,-4.762084834083198,-4.588396780149151
0.5,-8.442570746604083,-7.347447176662104,-7.09824086239302,-6.768552245633923,-6.421019009586712,-6.0967814419518,-6.003117292450993,-5.822258155472817,-5.673428675691864,-5.614931375564544,-5.486194212359723,-5.424222361422826,-5.325895439644707,-5.0766891253756565,-5.001657872009799,-4.752451557740762
0.6,-8.640688861304639,-7.712664665287901,-7.389665650225982,-6.982514969771446,-6.5682764350462035,-6.4616414542091745,-6.1900535757508415,-6.054490773754617,-5.873861809805668,-5.731491758692792,-5.640252239029398,-5.636833373103862,-5.490262688835943,-5.31725322396759,-5.262029379734023,-4.945837613788879
0.7,-8.877674821996196,-8.108558276506464,-7.7015361620579466,-7.2166355711249315,-6.932419616568207,-6.739991364931901,-6.4475190256351755,-6.312648606359989,-6.040496911186725,-5.970874819442102,-5.958903705169207,-5.6951820119972005,-5.5638527049936775,-5.5435320608702146,-5.532593233829552,-5.271380365696941
0.8,-9.155089513443258,-8.534162245206183,-8.032207195178655,-7.472135777612999,-7.41127992694151,-6.938609118822179,-6.851208509375781,-6.467102084326586,-6.34925345934839,-6.31768185058503,-6.0796191063969705,-5.846174816089407,-5.815726800557637,-5.791868433184135,-5.72832619111125,-5.614833119931956
0.9,-9.474669409837805,-8.988163423420227,-8.380011141099391,-7.893505154681695,-7.750874544485855,-7.264368558068182,-7.166876696835536,-6.680370710417866,-6.656216275747388,-6.656064755345501,-6.238330583432294,-6.1697102893296885,-6.169558768927797,-6.072218428097077,-5.928905506262004,-5.751824597014611
1.0,-9.837951447459458,-9.468878009606238,-8.743299487171072,-8.374226049317935,-8.05499802435333,-7.685924586500061,-7.42741290194242,-7.058339464089225,-6.960346064064961,-6.881915778576777,-6.591272626211767,-6.512842340723564,-6.4370829045409526,-6.332760941654033,-6.108062529841991,-6.068009466687746
1.1,-10.245522330302364,-9.974286771550553,-9.12048184999522,-8.849246291243384,-8.386151129875275,-8.114915571123376,-7.721906412924133,-7.4506708541722695,-7.261110649568048,-7.146006631324049,-6.989875090816175,-6.874771072572184,-6.676902078652983,-6.596865932616957,-6.40566651990113,-6.330122458157429
1.2,-10.696095651808477,-10.502126999691201,-9.510057860521842,-9.31608920840451,-8.744456939828819,-8.550488287711385,-8.05015007103867,-7.856181418921378,-7.558419148542107,-7.447737606283646,-7.364450496424779,-7.253768954166319,-6.956881530033775,-6.864112279752068,-6.762912877916419,-6.670143627634771
1.3,-11.186065732367641,-11.05001927092139,-9.91063948495304,-9.77459302350676,-9.127935895090667,-8.991889433644479,-8.409562750190487,-8.273516288744265,-7.85250964767614,-7.784114368478693,-7.716463186229866,-7.648067907032427,-7.273744107108707,-7.13769764566245,-7.134136502775911,-6.9980900413296405
1.4,-11.710045430728336,-11.615597644042483,-10.320963525495445,-10.22651573880957,-9.532904402508144,-9.438456615822252,-8.795706284737976,-8.701258498052054,-8.150290602143938,-8.143822497275226,-8.055842815458135,-8.049374710589312,-7.622387119495595,-7.527939332809702,-7.406624379505031,-7.312176592819127
1.5,-12.262050257612861,-12.19661692666452,-10.73989555558543,-10.674462224637068,-9.95504229889968,-9.889608967951206,-9.203458434349823,-9.138025103401452,-8.540758114591641,-8.475324783643249,-8.432887596872115,-8.367454265923726,-7.997072749656564,-7.931639418708209,-7.681303732322376,-7.615870401373935
1.6,-12.836537108992456,-12.791024046127696,-11.166427279711574,-11.120914216846783,-10.390351000853364,-10.34483793798849,-9.628048092900151,-9.582535030035405,-8.950392016597304,-8.904878953732505,-8.720241171572352,-8.674728108707551,-8.392472220709914,-8.34695915784505,-7.977844263399084,-7.957938263619216
1.7,-13.428900711125822,-13.396993525762767,-11.599669421759485,-11.567762236396355,-10.835605778265323,-10.80369859290221,-10.065553601598872,-10.033646416235841,-9.374953599601893,-9.343046414238751,-9.006374488898945,-8.974467303535873,-8.80416689853479,-8.772259713171717,-8.379149229747654,-8.347242044384588
1.8,-14.035529688800938,-14.012934686146464,-12.038841985781808,-12.016246983127433,-11.288396639196629,-11.265801636542108,-10.512964109405948,-10.490369106751412,-9.811152526594697,-9.788557523940202,-9.291708936177447,-9.269113933522977,-9.228708332540105,-9.206113329885664,-8.794105214465075,-8.771510211810538
1.9,-14.653660036447265,-14.637480314890322,-12.483263318396446,-12.467083596839654,-11.746985948701083,-11.73080622714404,-10.968040216249062,-10.951860494692099,-10.256505951495486,-10.240326229938649,-9.663475105759277,-9.647295384202332,-9.576589230650226,-9.5604095090933,-9.220007894254897,-9.20382817269803
2.0,-15.281185107180145,-15.269465328764955,-12.932338976993167,-12.920619198577944,-12.210133385955043,-12.198413607539877,-11.429131907282235,-11.417412128866971,-10.70915360682557,-10.697433828410455,-10.106485693658021,-10.094765915242856,-9.861287255768056,-9.849567477352862,-9.654802999994907,-9.643083221579676
